college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 3,5.89,0,2,1,2,1,Machine Learning,1,0,0,43.9,Junior Developer,6.08
Tier 2,6.41,1,5,4,2,1,"Excel, Java",0,1,1,46.3,Backend Developer,7.97
Tier 2,6.32,0,2,3,1,2,Linux,0,0,1,47.4,Junior Developer,6.19
Tier 3,8.81,2,1,0,1,5,SQL,0,0,1,61.2,Backend Developer,6.39
Tier 1,4.0,1,1,2,0,1,"PyTorch, TensorFlow",2,0,0,37.4,Junior Developer,4.45
Tier 2,7.67,2,0,2,2,1,"Java, Python, TensorFlow, HTML/CSS, AWS",1,3,1,58.2,Backend Developer,15.95
Tier 2,6.36,0,0,5,2,2,"Docker, Django, Node.js, Java",0,4,0,43.5,Backend Developer,7.78
Tier 2,6.07,1,1,1,4,0,"PyTorch, Git, Linux",1,0,2,54.1,Junior Developer,8.78
Tier 2,9.89,1,0,1,2,0,"Linux, Deep Learning, Node.js, Django, Git",1,2,2,83.0,DevOps Engineer,19.75
Tier 2,8.1,1,1,1,2,1,"JavaScript, Docker, Linux",0,1,2,62.8,DevOps Engineer,10.34
Tier 2,7.27,3,3,0,1,1,"TensorFlow, Python",1,1,0,60.6,Data Scientist,15.8
Tier 3,7.0,1,1,0,1,1,"Machine Learning, Linux, Java, Django",1,2,1,63.6,Backend Developer,13.28
Tier 1,6.98,2,2,1,1,2,Git,0,0,1,53.6,DevOps Engineer,6.12
Tier 3,6.53,0,3,1,1,3,"React, Machine Learning, Excel",1,1,1,58.7,Data Analyst,9.83
Tier 3,6.18,0,3,1,3,2,"TensorFlow, Machine Learning, JavaScript",2,0,1,57.5,Data Analyst,9.46
Tier 2,9.04,0,1,0,1,1,PyTorch,1,0,0,68.9,ML Engineer,21.05
Tier 2,6.81,0,2,0,3,2,"Python, Git, PyTorch, Excel, Django",1,2,2,54.5,Backend Developer,9.74
Tier 2,8.54,1,2,0,2,5,"AWS, TensorFlow",1,1,0,68.8,Data Scientist,23.68
Tier 2,8.84,1,4,1,0,0,"React, DSA, JavaScript, Java, Django, PyTorch",2,3,1,64.6,Software Engineer,21.91
Tier 3,8.89,0,3,0,2,0,"Deep Learning, React, Docker",1,2,0,69.0,Backend Developer,17.8
Tier 3,6.19,1,1,3,1,5,PyTorch,1,0,0,50.6,Junior Developer,8.36
Tier 3,6.93,2,1,0,3,0,Machine Learning,1,0,0,50.4,Junior Developer,8.66
Tier 2,5.68,1,0,0,4,1,JavaScript,0,0,1,42.7,Junior Developer,4.92
Tier 3,7.51,1,0,0,0,0,"SQL, TensorFlow, Django, Python",1,2,1,53.8,Backend Developer,12.53
Tier 1,7.13,1,3,0,1,3,SQL,0,0,1,49.7,Backend Developer,6.31
Tier 1,7.41,1,2,0,2,2,"Docker, AWS",0,2,0,48.0,DevOps Engineer,10.37
Tier 3,5.29,1,1,1,1,1,"React, AWS, Git, Excel",0,2,2,35.5,Junior Developer,3.6
Tier 3,7.97,0,1,0,0,2,"Linux, Excel, JavaScript, Java, HTML/CSS",0,1,4,63.0,Data Analyst,8.78
Tier 3,8.03,1,1,0,1,4,TensorFlow,1,0,0,55.6,Data Scientist,13.74
Tier 2,6.62,1,1,0,3,1,Machine Learning,1,0,0,52.3,Junior Developer,8.48
Tier 3,7.87,0,3,0,3,1,"Node.js, AWS, HTML/CSS, Excel, PyTorch",1,2,2,53.2,Web Developer,15.33
Tier 3,6.61,0,4,0,1,3,"Docker, Python, JavaScript, Node.js, React",0,4,1,48.6,Web Developer,7.54
Tier 3,6.19,0,1,2,2,1,"Java, DSA, AWS",1,2,0,52.2,Software Engineer,9.71
Tier 1,8.05,2,1,0,1,5,TensorFlow,1,0,0,62.2,Data Scientist,24.84
Tier 3,8.05,0,2,1,3,1,"SQL, Django, Docker, AWS, Linux",0,3,2,56.5,Backend Developer,10.38
Tier 2,6.49,1,1,0,0,1,"Docker, DSA, AWS",1,2,0,49.4,Backend Developer,10.01
Tier 3,7.9,1,2,0,1,0,"Git, Java, Linux, React",0,2,2,56.0,Software Engineer,9.99
Tier 3,7.24,1,2,0,3,3,"React, Python, Git",0,2,1,45.8,Software Engineer,10.55
Tier 2,8.54,2,0,1,1,3,"HTML/CSS, JavaScript",0,0,2,71.5,Web Developer,5.95
Tier 3,6.08,1,1,4,1,0,React,0,1,0,36.2,Software Engineer,3.32
Tier 3,5.38,5,1,2,1,0,"Git, JavaScript, Django, HTML/CSS",0,1,3,38.1,Junior Developer,3.49
Tier 3,9.09,2,4,1,3,4,"JavaScript, Machine Learning, Linux",1,0,2,68.8,Data Analyst,13.3
Tier 2,8.18,2,3,0,0,3,"TensorFlow, Machine Learning, Deep Learning, DSA, Django",4,1,0,63.2,Data Scientist,23.98
Tier 3,4.79,0,2,0,0,2,Excel,0,0,1,30.0,Junior Developer,3.17
Tier 2,6.89,0,2,2,4,3,"PyTorch, SQL, Linux",1,0,2,55.4,Backend Developer,9.64
Tier 2,7.1,2,1,0,1,2,"React, PyTorch, Machine Learning, Git, Python",2,2,1,51.1,Software Engineer,16.21
Tier 3,7.08,2,0,0,1,2,"JavaScript, AWS",0,1,1,39.0,Data Analyst,7.77
Tier 3,7.53,0,3,0,2,3,Node.js,0,1,0,42.7,Web Developer,8.99
Tier 2,4.0,0,2,1,2,0,"Deep Learning, Node.js, HTML/CSS",1,1,1,26.0,Junior Developer,5.22
Tier 2,8.31,0,1,0,0,1,"Deep Learning, AWS, Java, DSA, React",2,3,0,60.7,Software Engineer,22.0
Tier 2,7.36,1,2,0,3,3,"Python, JavaScript, DSA, AWS, SQL",1,2,2,51.4,Data Analyst,13.5
Tier 2,6.26,1,1,2,2,2,Excel,0,0,1,54.9,Data Analyst,6.51
Tier 3,8.99,0,0,0,1,1,Deep Learning,1,0,0,70.8,Data Scientist,14.26
Tier 3,6.92,1,2,3,5,1,HTML/CSS,0,0,1,41.8,Junior Developer,5.95
Tier 3,7.33,3,5,0,2,2,"JavaScript, Python",0,1,1,58.8,Data Analyst,10.7
Tier 2,7.73,1,3,1,0,1,"JavaScript, Django",0,1,1,68.3,Web Developer,10.45
Tier 3,7.69,0,1,1,0,3,"TensorFlow, Docker, Python, Node.js, AWS",1,4,0,44.1,DevOps Engineer,14.28
Tier 2,5.73,2,1,4,1,2,HTML/CSS,0,0,1,42.4,Junior Developer,3.61
Tier 2,6.37,0,2,2,0,2,"Java, PyTorch",1,1,0,46.4,Backend Developer,10.14
Tier 2,9.09,1,2,0,0,2,"HTML/CSS, React, DSA, Python, Java",1,3,1,74.1,Software Engineer,22.11
Tier 3,4.62,1,2,1,3,1,Linux,0,0,1,32.0,Junior Developer,3.83
Tier 2,7.56,5,2,1,1,2,Java,0,1,0,57.4,Backend Developer,10.62
Tier 2,6.36,1,2,0,2,2,"Docker, Node.js",0,2,0,46.3,Backend Developer,8.65
Tier 2,6.46,4,4,0,1,2,"AWS, HTML/CSS",0,1,1,45.5,Junior Developer,7.59
Tier 2,6.57,1,2,0,0,2,"Django, HTML/CSS, Docker, Java, Excel",0,3,2,51.4,Backend Developer,7.78
Tier 2,8.56,4,1,1,2,2,"Java, PyTorch, DSA, Docker, Deep Learning, Node.js",3,3,0,71.0,Backend Developer,17.59
Tier 1,8.16,0,2,0,1,1,"Docker, TensorFlow, Java",1,2,0,62.4,Backend Developer,17.69
Tier 3,7.93,0,2,0,1,0,"Deep Learning, Linux",1,0,1,60.1,Data Scientist,11.76
Tier 3,4.0,1,3,2,1,2,"DSA, Machine Learning, Docker, Git",2,1,1,33.0,Junior Developer,4.84
Tier 2,8.54,0,3,0,0,3,Docker,0,1,0,54.7,Backend Developer,9.71
Tier 3,6.7,1,1,1,1,3,"DSA, Deep Learning, SQL, Docker, Linux",2,1,2,61.3,Backend Developer,9.87
Tier 2,5.64,1,1,1,2,4,React,0,1,0,22.9,Web Developer,4.78
Tier 2,8.39,0,1,1,1,3,"Machine Learning, AWS, Java, Node.js, DSA",2,3,0,64.0,Software Engineer,22.16
Tier 2,7.99,2,2,0,2,4,"Linux, JavaScript, Python, Git, DSA",1,1,3,65.1,DevOps Engineer,16.47
Tier 1,7.21,0,1,1,2,0,"JavaScript, PyTorch, TensorFlow, React, DSA",3,1,1,61.7,Software Engineer,15.92
Tier 2,5.81,1,4,3,2,2,"HTML/CSS, React, PyTorch, Linux",1,1,2,36.9,Web Developer,5.66
Tier 2,10.0,1,1,2,2,0,"Excel, SQL",0,0,2,73.2,Data Analyst,6.59
Tier 1,7.96,0,3,3,1,2,"HTML/CSS, Python, Docker, DSA, Linux",1,2,2,64.5,DevOps Engineer,16.07
Tier 3,7.94,1,1,0,0,1,PyTorch,1,0,0,53.4,ML Engineer,11.16
Tier 2,6.94,1,1,0,3,1,"TensorFlow, Node.js, Git",1,1,1,53.5,DevOps Engineer,10.06
Tier 2,7.89,1,2,2,2,3,"AWS, React, PyTorch",1,2,0,70.0,DevOps Engineer,16.01
Tier 1,7.05,1,4,1,2,1,"PyTorch, HTML/CSS, JavaScript, Git",1,0,3,54.1,Junior Developer,9.11
Tier 3,8.49,1,1,1,1,2,HTML/CSS,0,0,1,52.3,Web Developer,6.38
Tier 3,5.15,1,1,0,3,2,Machine Learning,1,0,0,54.4,Junior Developer,4.99
Tier 3,6.89,2,2,2,0,1,"Java, TensorFlow, Node.js, DSA, PyTorch",3,2,0,52.9,Software Engineer,10.08
Tier 2,6.71,1,3,1,1,0,"Git, React, Excel, TensorFlow",1,1,2,47.1,Software Engineer,10.13
Tier 1,6.57,1,1,0,0,1,Linux,0,0,1,46.1,DevOps Engineer,6.11
Tier 3,7.38,2,0,0,1,5,"HTML/CSS, React, Django",0,2,1,58.1,Web Developer,9.67
Tier 2,9.49,2,1,0,3,2,"Excel, Deep Learning, Java, Node.js, React",1,3,1,60.4,Software Engineer,21.86
Tier 2,4.2,0,0,1,3,3,"Python, Git, SQL",0,1,2,32.9,Junior Developer,4.14
Tier 2,6.91,1,4,2,1,2,Git,0,0,1,48.0,DevOps Engineer,6.42
Tier 2,6.09,1,3,0,2,1,"Docker, React, Deep Learning",1,2,0,36.9,Backend Developer,10.42
Tier 3,7.3,1,4,1,2,0,"Python, React",0,2,0,50.1,Software Engineer,9.26
Tier 2,8.49,0,2,1,4,2,HTML/CSS,0,0,1,56.5,Web Developer,6.56
Tier 2,6.22,3,0,2,1,1,"Deep Learning, JavaScript, HTML/CSS, Java, Linux",1,1,3,60.3,Junior Developer,8.3
Tier 3,5.88,3,3,0,1,1,"DSA, SQL, Python, Deep Learning",2,1,1,47.0,Junior Developer,5.39
Tier 2,7.37,0,2,0,0,3,"Deep Learning, Machine Learning",2,0,0,63.7,Data Scientist,15.78
Tier 3,5.88,1,2,1,5,4,"Excel, JavaScript, Django, Machine Learning",1,1,2,41.6,Web Developer,5.9
Tier 2,7.83,2,1,0,5,2,"TensorFlow, SQL, Deep Learning, JavaScript",2,0,2,59.9,Data Scientist,15.83
Tier 3,8.52,0,4,2,2,4,"Python, AWS, Linux, DSA, React, Git",1,3,2,64.9,DevOps Engineer,19.39
Tier 3,7.76,1,1,0,1,4,Django,0,1,0,55.0,Backend Developer,8.97
Tier 1,7.02,2,3,1,1,1,Linux,0,0,1,52.2,DevOps Engineer,6.15
Tier 3,7.4,1,0,2,2,2,"Deep Learning, Linux",1,0,1,49.9,Data Scientist,10.19
Tier 2,4.66,1,2,0,2,1,"PyTorch, Machine Learning, DSA",3,0,0,43.1,Junior Developer,3.95
Tier 2,8.07,1,1,0,0,1,"Excel, Machine Learning",1,0,1,51.7,Data Analyst,13.81
Tier 2,6.94,0,2,1,1,1,JavaScript,0,0,1,34.2,Data Analyst,6.38
Tier 3,6.98,0,4,0,0,0,"Django, TensorFlow, Python, Node.js, DSA",2,3,0,55.7,Backend Developer,9.99
Tier 1,6.33,1,1,0,2,3,"Git, Java, Deep Learning, React, HTML/CSS",1,2,2,52.9,Junior Developer,8.53
Tier 3,9.01,0,4,0,3,3,"JavaScript, Docker",0,1,1,60.7,Backend Developer,10.29
Tier 1,7.69,0,1,0,3,2,"JavaScript, Git, Django, Machine Learning, SQL",1,1,3,67.7,Backend Developer,16.24
Tier 3,5.05,1,0,2,0,2,React,0,1,0,38.2,Junior Developer,3.25
Tier 2,5.09,1,2,0,2,0,DSA,1,0,0,34.4,Junior Developer,4.41
Tier 3,6.09,3,2,0,4,1,"Django, PyTorch, Git, AWS, React",1,3,1,51.8,Software Engineer,10.22
Tier 2,7.3,1,3,0,1,4,"Node.js, JavaScript, DSA, Python, Django",1,3,1,55.0,Web Developer,15.31
Tier 1,7.88,0,4,0,2,3,"Machine Learning, Node.js",1,1,0,53.5,Data Scientist,16.06
Tier 3,8.84,1,4,0,0,4,"Node.js, Django, AWS, Deep Learning, Linux",1,3,1,63.9,DevOps Engineer,19.82
Tier 2,5.61,1,2,3,2,2,Python,0,1,0,38.2,Junior Developer,4.81
Tier 1,7.05,1,1,0,2,1,"AWS, Django, DSA",1,2,0,59.7,Backend Developer,15.78
Tier 3,4.64,2,1,3,0,4,"AWS, Django",0,2,0,33.8,Junior Developer,3.87
Tier 1,7.3,1,2,0,2,3,"SQL, HTML/CSS, PyTorch, Node.js",1,1,2,48.2,Web Developer,15.72
Tier 2,8.36,0,1,0,0,2,"Docker, Node.js",0,2,0,60.7,Backend Developer,10.6
Tier 3,9.13,1,7,1,0,2,"JavaScript, AWS",0,1,1,68.1,Data Analyst,9.95
Tier 1,7.84,1,3,0,3,1,"Machine Learning, Docker, React, Django, DSA",2,3,0,66.5,Backend Developer,15.86
Tier 2,7.16,0,2,1,3,2,"AWS, JavaScript, Deep Learning, PyTorch",2,1,1,63.1,Data Analyst,13.21
Tier 1,7.2,0,4,2,2,3,"Linux, PyTorch",1,0,1,55.7,DevOps Engineer,16.04
Tier 2,6.09,0,4,0,1,1,Java,0,1,0,44.3,Backend Developer,8.58
Tier 2,7.04,2,4,1,4,1,"PyTorch, JavaScript, AWS",1,1,1,45.3,Data Analyst,12.85
Tier 2,8.3,0,3,0,1,4,"Deep Learning, JavaScript",1,0,1,70.9,Data Analyst,12.81
Tier 2,7.35,0,4,0,1,2,"Django, HTML/CSS, Node.js, Docker",0,3,1,54.5,Web Developer,10.2
Tier 3,6.81,0,0,0,0,1,"Docker, Git",0,1,1,52.6,DevOps Engineer,5.5
Tier 2,7.66,0,0,0,1,3,"AWS, Django, Docker, Java, React",0,5,0,53.5,Backend Developer,9.6
Tier 3,6.99,1,4,2,1,1,"Docker, AWS, Excel",0,2,1,53.2,DevOps Engineer,8.44
Tier 1,7.94,0,3,1,0,2,"Python, PyTorch, DSA, SQL",2,1,1,55.3,Backend Developer,16.42
Tier 1,5.62,3,2,1,1,2,AWS,0,1,0,40.4,Junior Developer,4.55
Tier 3,6.94,2,2,0,3,0,"Django, Java, Deep Learning, Machine Learning, Docker",2,3,0,54.6,Backend Developer,10.34
Tier 3,5.42,3,0,0,0,2,Java,0,1,0,40.8,Junior Developer,2.8
Tier 1,8.21,0,1,1,1,4,"JavaScript, AWS, DSA, Excel, Docker, TensorFlow",2,2,2,69.7,Data Analyst,13.06
Tier 3,4.91,1,3,2,1,3,"Machine Learning, Docker",1,1,0,36.7,Junior Developer,4.64
Tier 2,6.17,1,2,0,3,2,"PyTorch, Node.js, Linux, Django, Machine Learning",2,2,1,43.5,Web Developer,9.8
Tier 2,6.05,0,2,2,2,2,TensorFlow,1,0,0,44.1,Junior Developer,8.62
Tier 2,6.34,0,1,0,1,1,Django,0,1,0,47.3,Backend Developer,8.31
Tier 1,7.33,0,2,0,1,3,"DSA, Django, Node.js, HTML/CSS, SQL",1,2,2,55.7,Web Developer,15.12
Tier 3,5.84,2,9,1,0,5,"TensorFlow, Java, Linux, HTML/CSS",1,1,2,37.5,Junior Developer,5.76
Tier 2,7.3,1,2,0,2,3,"React, Linux, SQL",0,1,2,46.2,Backend Developer,10.56
Tier 3,6.46,1,3,0,3,2,"Docker, Machine Learning, Python",1,2,0,58.8,Backend Developer,10.56
Tier 3,7.79,3,1,2,4,1,"React, Django, DSA, Java",1,3,0,56.9,Software Engineer,16.14
Tier 2,6.87,1,4,2,0,2,"AWS, Deep Learning, Git, Java, SQL",1,2,2,42.0,Backend Developer,9.66
Tier 1,6.3,2,3,2,1,2,"Java, Django, AWS, Node.js",0,4,0,37.2,Backend Developer,8.0
Tier 2,7.28,0,0,1,2,2,"Excel, React, HTML/CSS, TensorFlow, Node.js",1,2,2,55.9,Web Developer,15.52
Tier 2,9.1,4,3,1,2,1,"Linux, PyTorch, Python, Excel, Java, Deep Learning",2,2,2,62.9,ML Engineer,30.84
Tier 2,6.44,1,1,3,4,3,"Django, Python, TensorFlow, Linux, SQL",1,2,2,63.4,Backend Developer,10.32
Tier 2,5.22,1,4,1,4,2,"Deep Learning, Node.js",1,1,0,38.7,Junior Developer,4.74
Tier 3,5.39,1,2,1,1,3,"Java, Node.js, AWS, Django",0,4,0,34.9,Junior Developer,3.79
Tier 2,6.87,0,2,1,1,1,"DSA, Linux, AWS, Machine Learning, Excel",2,1,2,60.3,DevOps Engineer,10.1
Tier 2,8.32,2,3,0,1,0,"Python, React, Django, Java, Linux, TensorFlow",1,4,1,58.4,Backend Developer,17.3
Tier 3,6.54,1,3,0,2,2,"DSA, Deep Learning, React, Node.js",2,2,0,52.7,Software Engineer,9.56
Tier 2,6.41,1,1,1,3,2,"TensorFlow, Python",1,1,0,55.3,Backend Developer,10.06
Tier 3,8.89,1,2,0,2,2,"DSA, JavaScript, Deep Learning, AWS, PyTorch, Docker",3,2,1,73.6,DevOps Engineer,18.98
Tier 1,6.26,2,3,2,2,3,"Git, Excel, Django, SQL",0,1,3,46.3,Backend Developer,7.99
Tier 1,8.42,0,2,0,1,1,"Git, DSA, React",1,1,1,67.9,Software Engineer,22.32
Tier 2,7.79,0,2,1,0,5,"DSA, Git, HTML/CSS, Django",1,1,2,64.3,Software Engineer,16.11
Tier 2,6.33,0,3,1,1,1,"Linux, Git, HTML/CSS",0,0,3,46.5,Junior Developer,6.42
Tier 1,6.06,1,3,0,0,2,"Docker, Node.js, Python",0,3,0,47.2,Backend Developer,8.32
Tier 2,7.11,1,1,0,1,1,"Deep Learning, JavaScript",1,0,1,52.3,Data Analyst,13.53
Tier 1,7.77,1,2,1,3,2,Git,0,0,1,60.3,DevOps Engineer,6.39
Tier 3,6.23,1,2,1,3,1,"JavaScript, Linux, HTML/CSS, AWS",0,1,3,34.1,Junior Developer,7.1
Tier 3,7.81,1,0,1,0,1,JavaScript,0,0,1,52.0,Data Analyst,5.73
Tier 1,7.95,0,2,0,3,1,"Java, Django, Machine Learning, Python, Deep Learning",2,3,0,59.5,Backend Developer,16.06
Tier 2,6.88,2,1,0,4,6,"SQL, JavaScript, Machine Learning",1,0,2,50.7,Data Analyst,10.04
Tier 2,6.88,1,2,2,2,1,"HTML/CSS, Machine Learning, SQL, DSA",2,0,2,55.2,Backend Developer,9.87
Tier 2,7.17,1,2,1,0,3,"JavaScript, Node.js, Java",0,2,1,55.0,Junior Developer,8.77
Tier 1,5.93,1,1,1,2,3,"Excel, TensorFlow, DSA",2,0,1,46.3,Junior Developer,6.16
Tier 3,8.31,0,2,0,2,2,"Git, React, Machine Learning, AWS",1,2,1,74.1,DevOps Engineer,15.57
Tier 3,7.56,1,5,1,2,3,"DSA, HTML/CSS, Java",1,1,1,56.6,Software Engineer,14.69
Tier 2,6.3,0,3,1,1,0,"Python, HTML/CSS",0,1,1,49.1,Junior Developer,8.32
Tier 3,7.57,1,1,1,1,2,Java,0,1,0,63.3,Backend Developer,7.36
Tier 1,7.1,0,0,0,1,5,"TensorFlow, Java, Docker, React",1,3,0,42.3,Backend Developer,15.49
Tier 1,7.53,3,2,2,0,3,"React, Linux, SQL, Docker, DSA",1,2,2,75.8,Backend Developer,16.13
Tier 3,6.05,1,2,1,2,3,"Excel, JavaScript, SQL, TensorFlow, React",1,1,3,43.5,Data Analyst,9.86
Tier 3,6.74,0,2,2,1,1,"AWS, Deep Learning, DSA, Docker",2,2,0,58.7,DevOps Engineer,10.08
Tier 3,6.61,0,1,0,0,1,"TensorFlow, Docker",1,1,0,54.7,Backend Developer,10.03
Tier 2,6.77,2,1,0,1,5,SQL,0,0,1,49.2,Backend Developer,7.0
Tier 3,6.25,1,2,1,1,4,"Java, Docker, React, JavaScript",0,3,1,39.8,Backend Developer,8.29
Tier 2,5.9,1,0,0,1,5,HTML/CSS,0,0,1,42.6,Junior Developer,4.95
Tier 2,6.9,1,2,2,3,2,"PyTorch, Docker, Machine Learning, Django",2,2,0,53.1,Backend Developer,9.89
Tier 3,5.0,0,0,1,0,1,"Excel, Node.js",0,1,1,34.5,Junior Developer,3.52
Tier 2,5.48,0,2,1,1,3,Excel,0,0,1,36.0,Junior Developer,3.48
Tier 3,7.03,1,0,0,1,0,"JavaScript, Deep Learning, Linux, HTML/CSS, Python",1,1,3,61.7,Junior Developer,8.88
Tier 3,7.15,0,1,0,3,2,TensorFlow,1,0,0,54.5,Data Scientist,11.32
Tier 3,8.11,1,1,0,0,0,"Node.js, Python, Django",0,3,0,50.8,Backend Developer,9.6
Tier 2,4.61,0,3,1,3,1,"Django, Machine Learning, Docker, PyTorch",2,2,0,42.0,Junior Developer,4.27
Tier 2,8.28,0,4,0,2,4,"Excel, Java, SQL, AWS, HTML/CSS, Deep Learning",1,2,3,60.5,Backend Developer,17.74
Tier 3,7.0,0,3,1,1,2,"Java, HTML/CSS, Machine Learning, React",1,2,1,49.1,Junior Developer,8.62
Tier 2,7.27,2,3,1,1,1,"Django, PyTorch, Machine Learning, Deep Learning, Git",3,1,1,55.7,Data Scientist,16.0
Tier 3,5.26,0,2,1,0,2,Linux,0,0,1,31.2,Junior Developer,3.27
Tier 2,7.54,1,2,1,0,1,JavaScript,0,0,1,56.5,Data Analyst,6.87
Tier 2,8.57,0,3,1,1,2,"Java, PyTorch, Linux",1,1,1,58.1,Backend Developer,17.52
Tier 2,8.71,0,1,0,2,0,"Deep Learning, DSA, Linux",2,0,1,66.9,Data Scientist,23.41
Tier 2,5.24,1,3,0,2,3,Node.js,0,1,0,31.0,Junior Developer,3.81
Tier 2,4.41,1,1,1,0,1,"Java, Django, TensorFlow, AWS",1,3,0,35.2,Junior Developer,3.99
Tier 1,6.06,1,1,1,2,2,"Node.js, TensorFlow, Excel",1,1,1,37.6,Data Analyst,9.99
Tier 1,7.82,0,1,1,2,1,Excel,0,0,1,59.4,Data Analyst,6.09
Tier 3,7.77,1,4,1,1,1,"React, TensorFlow, Java, SQL",1,2,1,55.4,Backend Developer,14.76
Tier 3,5.22,0,0,2,1,2,"JavaScript, SQL, Deep Learning",1,0,2,35.8,Junior Developer,4.64
Tier 2,7.44,1,2,0,0,3,"Machine Learning, Excel, JavaScript, Git, Deep Learning",2,0,3,53.2,Data Analyst,13.19
Tier 1,6.51,2,4,1,2,2,"Machine Learning, PyTorch, HTML/CSS, SQL",2,0,2,47.3,Backend Developer,9.96
Tier 3,7.37,0,3,1,2,2,"Node.js, Docker, AWS, Java, TensorFlow",1,4,0,48.0,Backend Developer,15.35
Tier 2,7.21,1,0,0,3,3,"Java, AWS, HTML/CSS, JavaScript, Python",0,3,2,50.5,Junior Developer,9.23
Tier 3,8.88,1,4,0,3,3,"HTML/CSS, Python",0,1,1,59.0,Backend Developer,10.72
Tier 3,6.81,1,2,0,3,2,"TensorFlow, Deep Learning, PyTorch",3,0,0,59.6,Junior Developer,8.93
Tier 1,6.87,0,2,1,1,1,DSA,1,0,0,56.2,Software Engineer,9.45
Tier 3,8.77,0,3,0,0,3,"DSA, Java, Deep Learning, PyTorch, Git",3,1,1,78.7,Software Engineer,22.02
Tier 2,5.48,0,3,1,0,4,"AWS, PyTorch",1,1,0,39.8,Junior Developer,4.28
Tier 1,7.73,1,0,1,2,2,"Git, AWS, HTML/CSS, Java",0,2,2,51.3,DevOps Engineer,10.7
Tier 2,5.21,0,0,1,0,2,"Java, Python",0,2,0,35.7,Junior Developer,3.06
Tier 3,5.94,1,1,0,1,2,"Excel, Django, JavaScript, Git",0,1,3,34.3,Junior Developer,4.62
Tier 3,7.72,1,2,0,2,2,"Deep Learning, SQL, TensorFlow",2,0,1,51.5,Data Scientist,16.23
Tier 2,8.02,1,0,1,5,2,"TensorFlow, Python, Node.js",1,2,0,63.6,Data Scientist,20.33
Tier 2,8.53,1,4,0,1,1,"React, SQL",0,1,1,58.0,Backend Developer,10.81
Tier 3,8.59,1,1,0,0,1,"React, AWS, Node.js, PyTorch, Excel",1,3,1,71.2,Web Developer,15.27
Tier 3,6.38,2,1,0,1,3,"Java, DSA, Excel",1,1,1,54.8,Software Engineer,10.18
Tier 3,6.47,1,2,0,2,1,"React, Machine Learning",1,1,0,59.8,Software Engineer,9.81
Tier 1,8.09,0,4,1,4,2,"SQL, Java, HTML/CSS, DSA",1,1,2,69.0,Backend Developer,17.89
Tier 3,7.65,0,2,0,3,3,"AWS, Excel, Node.js, DSA, TensorFlow",2,2,1,68.0,Data Analyst,13.17
Tier 2,6.18,1,2,0,1,2,"PyTorch, JavaScript, Excel, React, Docker",1,2,2,45.4,Data Analyst,10.64
Tier 3,6.97,1,3,0,2,2,"TensorFlow, Docker, Linux, Deep Learning",2,1,1,65.7,DevOps Engineer,10.4
Tier 2,6.92,1,1,0,0,3,"Git, Linux, Excel, React",0,1,3,51.0,DevOps Engineer,7.63
Tier 3,6.89,1,1,2,0,2,"Python, JavaScript, Node.js, SQL, AWS",0,3,2,44.7,Data Analyst,7.92
Tier 2,5.74,0,0,1,1,0,"Git, AWS, Linux",0,1,2,44.1,Junior Developer,5.0
Tier 3,7.27,1,2,0,3,2,"Deep Learning, Django, JavaScript",1,1,1,57.5,Web Developer,14.25
Tier 3,7.43,1,2,0,1,2,"Excel, PyTorch, Java, Django, Node.js",1,3,1,61.6,Backend Developer,16.52
Tier 2,6.35,1,0,0,3,3,"SQL, Django, JavaScript",0,1,2,50.1,Backend Developer,7.91
Tier 3,8.32,2,4,2,3,4,"React, SQL, DSA",1,1,1,65.4,Software Engineer,16.28
Tier 2,6.12,0,1,1,2,2,Python,0,1,0,39.0,Backend Developer,7.07
Tier 3,5.21,0,2,0,1,2,"Deep Learning, TensorFlow, Excel, AWS",2,1,1,43.6,Junior Developer,4.24
Tier 3,5.54,4,3,1,3,1,Python,0,1,0,34.1,Junior Developer,4.65
Tier 2,6.7,2,1,0,3,0,"Linux, HTML/CSS, Python",0,1,2,45.3,DevOps Engineer,8.37
Tier 2,4.37,1,2,1,1,1,"JavaScript, AWS",0,1,1,18.6,Junior Developer,3.46
Tier 1,7.85,1,4,1,1,3,"Git, Linux",0,0,2,46.6,DevOps Engineer,6.58
Tier 2,6.71,1,2,0,1,2,"JavaScript, Node.js",0,1,1,43.9,Web Developer,7.67
Tier 3,4.48,1,2,3,3,0,JavaScript,0,0,1,29.3,Junior Developer,3.27
Tier 2,6.39,0,3,0,2,3,"Docker, AWS",0,2,0,38.9,Backend Developer,7.9
Tier 3,6.9,0,4,1,1,4,Django,0,1,0,58.1,Backend Developer,7.97
Tier 2,6.97,2,2,0,2,1,Node.js,0,1,0,43.2,Web Developer,7.77
Tier 3,6.9,2,4,0,0,1,Machine Learning,1,0,0,54.9,Junior Developer,9.17
Tier 1,8.51,1,3,1,3,1,"PyTorch, Node.js, TensorFlow, Python, JavaScript",2,2,1,58.0,ML Engineer,23.91
Tier 3,7.27,1,1,2,2,1,"PyTorch, Excel, Django, Java, Node.js",1,3,1,53.2,Backend Developer,13.57
Tier 1,8.19,1,0,0,2,1,"AWS, Docker, Django, PyTorch, Excel",1,3,1,65.2,Backend Developer,17.67
